Date,Type,Country,State,Location,Activity,Sex,Age,Injury,Time,Species,Extracted_date,Month,Year,Age_group
31-Dec-1966,Unprovoked,AUSTRALIA,TASMANIA,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,30,Survived,,Unknown,Dec-1966,Dec,1966,Young Adult
27-Dec-1966,Provoked,AUSTRALIA,NEW SOUTH WALES,South West Rocks,Fishing,M,29,Survived,,Nurse Shark,Dec-1966,Dec,1966,Young Adult
27-Dec-1966,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Trial Bay,Fishing,M,19,Survived,,Nurse Shark,Dec-1966,Dec,1966,Young Adult
26-Dec-1966,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Coogee,Fishing,M,29,Survived,,Unknown,Dec-1966,Dec,1966,Young Adult
Early Nov-1966,Unprovoked,PAPUA NEW GUINEA,NEW IRELAND PROVINCE,,Bathing,F,9 months,Fatal,,Unknown,Nov-1966,Nov,1966,Child
30-Oct-1966,Unprovoked,PAPUA NEW GUINEA,NEW IRELAND PROVINCE,"Lamassa Island, 16 miles from Lambom Island",Swimming,F,13,Fatal,Morning,Unknown,Oct-1966,Oct,1966,Teen
19-Oct-1966,Unprovoked,PAPUA NEW GUINEA,NEW IRELAND PROVINCE,"Mission Beach, Lambon Island, near Duke of York Islands",Bathing,F,8,Fatal,09h00,Unknown,Oct-1966,Oct,1966,Child
27-Sep-1966,Unprovoked,AUSTRALIA,QUEENSLAND,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",Diving,M,32,Survived,16h45,Unknown,Sep-1966,Sep,1966,Young Adult
19-Sep-1966,Provoked,USA,HAWAII,50 miles NE of Honolulu,Fishing,M,20,Survived,,Unknown,Sep-1966,Sep,1966,Young Adult
18-Sep-1966,Other,AUSTRALIA,WESTERN AUSTRALIA,"Little Beach Reef, Bremer Bay",Fishing,M,nan,Survived,,Unknown,Sep-1966,Sep,1966,Unknown
13-Sep-1966,Provoked,AUSTRALIA,WESTERN AUSTRALIA,Albany,Fishing,M,nan,Survived,Late afternoon,Unknown,Sep-1966,Sep,1966,Unknown
10-Sep-1966,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Roe Reef off Rottnest Island,Fishing,M,43,Survived,12h00,Unknown,Sep-1966,Sep,1966,Adult
8-Sep-1966,Provoked,USA,FLORIDA,"Florida Keys, Monroe County",Fishing,M,14,Survived,,Nurse Shark,Sep-1966,Sep,1966,Teen
Sep- 1966,Other,BAHAMAS,BIMINI ISLANDS,Tongue of the Ocean,Diving,M,nan,Survived,,Unknown,1966,,1966,Unknown
28-Aug-1966,Other,AUSTRALIA,NORTHERN TERRITORY,Darwin Harbour,Unknown,M,nan,Survived,,Unknown,Aug-1966,Aug,1966,Unknown
27-Aug-1966,Other,SOUTH AFRICA,KWAZULU-NATAL,Durban,Unknown,M,nan,Survived,,Unknown,Aug-1966,Aug,1966,Unknown
27-Aug-1966,Unprovoked,BAHAMAS,BIMINI ISLANDS,,Snorkeling,F,18,Survived,17h00,Unknown,Aug-1966,Aug,1966,Teen
16-Aug-1966,Unprovoked,CROATIA,PRIMORJE-GORSKI KOTAR COUNTY,Bakar,Swimming,M,33,Fatal,,Great White,Aug-1966,Aug,1966,Young Adult
Mid Aug-1966,Other,USA,DELAWARE,Fenwick Island,Fishing,M,26,Survived,17h00,Unknown,Aug-1966,Aug,1966,Young Adult
Aug-1966,Unprovoked,USA,FLORIDA,"Municipal Bathing area, Riviera Beach, Palm Beach County",wading,M,8,Survived,15h00,Blacktip Shark,Aug-1966,Aug,1966,Child
31-Jul-1966,Unprovoked,USA,TEXAS,"South Jetty, Galveston",Diving,M,16,Survived,,Tiger Shark,Jul-1966,July,1966,Teen
19-Jul-1966,Provoked,USA,SOUTH CAROLINA,"Folly Beach, Charleston County",Unknown,M,34,Survived,18h40,Unknown,Jul-1966,July,1966,Young Adult
17-Jul-1966,Unprovoked,USA,TEXAS,"Point Comfort, Calhoun County",Fishing,M,14,Survived,15h00,Unknown,Jul-1966,July,1966,Teen
14-Jul-1966,Unprovoked,PAPUA NEW GUINEA,"ADMIRALTY ISLANDS, MANUS PROVINCE",Manus Island,Swimming,F,25,Fatal,,Unknown,Jul-1966,July,1966,Young Adult
03-Jul-1966,Other,USA,FLORIDA,"Key Biscayne, Miami, Dade County",Diving,M,46,Survived,07h00,Unknown,Jul-1966,July,1966,Adult
22-Jun-1966,Provoked,USA,NEW JERSEY,"Reeds Bay, Brigantine, Atlantic County",Unknown,M,15,Survived,16h00,Sand Shark,Jun-1966,June,1966,Teen
11-Jun-1966,Provoked,USA,FLORIDA,"Ft. Lauderdale, Broward County",Fishing,M,18,Survived,09h00,Hammerhead,Jun-1966,June,1966,Teen
04-Jun-1966,Unprovoked,USA,TEXAS,Bolivar Peninsula,Swimming,M,18,Survived,17h00,Unknown,Jun-1966,June,1966,Teen
02-Jun-1966,Provoked,FRENCH POLYNESIA,SOCIETY ISLANDS,Tahiti,Fishing,M,nan,Survived,Afternoon,Unknown,Jun-1966,June,1966,Unknown
20-May-1966,Other,AUSTRALIA,NEW SOUTH WALES,Jervis Bay,Unknown,M,40,Fatal,Night,Unknown,May-1966,May,1966,Adult
20-May-1966,Unprovoked,AUSTRALIA,NEW SOUTH WALES, Bellingen,Fishing,M,nan,Survived,01h00,Unknown,May-1966,May,1966,Unknown
16-May-1966,Other,USA,FLORIDA,"Fernandina Beach, Nassau County",Diving,M,24,Survived,14h00,Unknown,May-1966,May,1966,Young Adult
08-Apr-1966,Unprovoked,USA,PUERTO RICO,,Swimming,M,25,Survived,16h30,Unknown,Apr-1966,Apr,1966,Young Adult
Apr-1966,Other,AUSTRALIA,NEW SOUTH WALES,"Botany Bay, Sydney",Unknown,M,nan,Survived,,Unknown,Apr-1966,Apr,1966,Unknown
20-Mar-1966,Provoked,AUSTRALIA,NEW SOUTH WALES,Maroubra,Fishing,Unknown,nan,Survived,,Great White,Mar-1966,Mar,1966,Unknown
14-Mar-1966,Other,SUDAN,RED SEA,,Unknown,M,nan,Fatal,,Unknown,Mar-1966,Mar,1966,Unknown
27-Feb-1966,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Coledale Beach,Unknown,M,13,Survived,14h00,Great White,Feb-1966,Feb,1966,Teen
29-Jan-1966,Provoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Strandfontein Beach,Unknown,M,33,Survived,Afternoon,Unknown,Jan-1966,Jan,1966,Young Adult
22-Jan-1966,Unprovoked,USA,CALIFORNIA,"Pebble Beach, Cypress Point, Monterey County",Diving,M,29,Survived,10h00 / 11h00,Great White,Jan-1966,Jan,1966,Young Adult
15-Jan-1966,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Bellambi,Fishing,M,30,Survived,,Unknown,Jan-1966,Jan,1966,Young Adult
11-Jan-1966,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Riet River,Standing,M,16,Survived,09h00,Unknown,Jan-1966,Jan,1966,Teen
10-Jan-1966,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Woodman Point,Unknown,M,43,Unknown,,Unknown,Jan-1966,Jan,1966,Adult
09-Jan-1966,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Umkomaas,Surfing,M,15,Survived,14h00,Unknown,Jan-1966,Jan,1966,Teen
08-Jan-1966,Unprovoked,NEW ZEALAND,NORTH ISLAND,"Oakura Beach, Taranaki",Surfing,F,15,Survived,15h30,Unknown,Jan-1966,Jan,1966,Teen
05-Jan-1966,Unprovoked,USA,FLORIDA,"Hollywood, Broward County",Swimming,M,35,Survived,16h00,Hammerhead,Jan-1966,Jan,1966,Young Adult
Summer of 1996,Other,USA,CALIFORNIA,"Huntington Beach, Orange County",Unknown,F,15,Survived,"""After lunch""",Unknown,1996,,1996,Teen
28-Dec-1965,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Bathurst Reef, Rottnest Island",Fishing,M,40,Survived,,Unknown,Dec-1965,Dec,1965,Adult
10-Dec-1965,Other,AUSTRALIA,SOUTH AUSTRALIA,Cape Jervis,Fishing,Unknown,nan,Survived,10h30,Unknown,Dec-1965,Dec,1965,Unknown
21-Nov-1965,Provoked,AUSTRALIA,QUEENSLAND,Near Brisbane,Fishing,M,43,Survived,,Unknown,Nov-1965,Nov,1965,Adult
03-Nov-1965,Other,PANAMA,CARIBBEAN SEA,Golfo de los Mosquitos,Unknown,Unknown,nan,Survived,07h32,Unknown,Nov-1965,Nov,1965,Unknown
03-Nov-1965,Unprovoked,AUSTRALIA,QUEENSLAND,Oak Beach,Surfing,M,24,Survived,16h30,Nurse Shark,Nov-1965,Nov,1965,Young Adult
16-Oct-1965,Unprovoked,BAHAMAS,NEW PROVIDENCE ISLAND,Nassau,Bathing,M,32,Survived,,Unknown,Oct-1965,Oct,1965,Young Adult
16-Oct-1965,Unprovoked,BAHAMAS,NEW PROVIDENCE ISLAND,Nassau,Unknown,F,nan,Fatal,,Unknown,Oct-1965,Oct,1965,Unknown
Oct-1965,Unprovoked,PAPUA NEW GUINEA,NEW BRITAIN,,wading,M,27,Survived,,Unknown,Oct-1965,Oct,1965,Young Adult
21-Sep-1965,Provoked,PAPUA NEW GUINEA,MADANG PROVINCE,Sek Harbor,Fishing,M,nan,Survived,,Unknown,Sep-1965,Sep,1965,Unknown
08-Sep-1965,Unprovoked,MEXICO,VERACRUZ,Playa Villa del Mar,Unknown,M,23,Survived,18h00,Unknown,Sep-1965,Sep,1965,Young Adult
26-Aug-1965,Unprovoked,USA,NEW JERSEY,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,15,Survived,17h30,Unknown,Aug-1965,Aug,1965,Teen
30-Jul-1964,Provoked,BAHAMAS,BIMINI ISLANDS,Lerner Marine Lab,Unknown,M,nan,Survived,,Lemon Shark,Jul-1964,July,1964,Unknown
26-Jul-1965,Unprovoked,MEXICO,VERACRUZ,Mocambo,Bathing,M,25,Survived,17h00,Unknown,Jul-1965,July,1965,Young Adult
Reported 02-Jul-1965,Other,BERMUDA,HAMILTON,,Unknown,Unknown,nan,Survived,,Unknown,Jul-1965,July,1965,Unknown
19-Jun-1965,Other,USA,FLORIDA,"In front of Key Biscayne Beach Club, Key Biscayne",wading,M,6,Survived,,Unknown,Jun-1965,June,1965,Child
18-Jun-1965,Other,USA,FLORIDA,150 miles southeast of Cape Kennedy,Diving,M,nan,Survived,,Unknown,Jun-1965,June,1965,Unknown
09-Jun-1965,Unprovoked,MEXICO,VERACRUZ,Mocambo,Swimming,M,38,Survived,14h00,Unknown,Jun-1965,June,1965,Adult
29-May-1965,Unprovoked,MEXICO,VERACRUZ,Playa Mocambo,Swimming,M,nan,Survived,12h00,Unknown,May-1965,May,1965,Unknown
28-May-1965,Unprovoked,MEXICO,VERACRUZ,Playa Mocambo,Swimming,M,nan,Survived,,Unknown,May-1965,May,1965,Unknown
May 1965,Unprovoked,MEXICO,VERACRUZ,Mocambo,Swimming,M,35,Survived,,Unknown,May 1965,May,1965,Young Adult
29-Apr-1965,Unprovoked,USA,FLORIDA,"Hobe Sound, Martin County",Unknown,M,49,Survived,15h00,Bull Shark,Apr-1965,Apr,1965,Adult
25-Apr-1965,Other,USA,CALIFORNIA,"Pacifica, San Mateo County",Surfing,M,19,Survived,16h00,Unknown,Apr-1965,Apr,1965,Young Adult
10-Apr-1965,Unprovoked,USA,FLORIDA,American Shoals off Key West,Fishing,M,28,Survived,11h00,Great White,Apr-1965,Apr,1965,Young Adult
04-Apr-1965,Unprovoked,USA,FLORIDA,"Juno Beach, Palm Beach County",Surfing,M,17,Survived,07h15,Blacktip Shark,Apr-1965,Apr,1965,Teen
23-Mar-1965,Other,USA,PUERTO RICO,60 miles offshore north of San Juan,Unknown,M,nan,Survived,11h30,Unknown,Mar-1965,Mar,1965,Unknown
14-Mar-1965,Unprovoked,USA,FLORIDA,"Pompano Beach, Palm Beach County",Diving,M,16,Survived,13h30,Unknown,Mar-1965,Mar,1965,Teen
14-Feb-1965,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Amatikulu,Unknown,M,25,Survived,15h00 or 15h45,Unknown,Feb-1965,Feb,1965,Young Adult
04-Feb-1965,Unprovoked,USA,MASSACHUSETTS,"Granite Pier, Rockport",Diving,M,18,Survived,14h30,Unknown,Feb-1965,Feb,1965,Teen
25-Jan-1965,Other,USA,CALIFORNIA,"Newport Beach, Orange County",Unknown,M,21,Survived,,Unknown,Jan-1965,Jan,1965,Young Adult
23-Jan-1965,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,"Country Club Beach, Durban",Paddle,M,22,Survived,13h00,Great White,Jan-1965,Jan,1965,Young Adult
16-Jan-1965,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,"Country Club Beach, Durban",Surfing,M,20,Survived,16h40,Unknown,Jan-1965,Jan,1965,Young Adult
10-Jan-1965,Unprovoked,AUSTRALIA,VICTORIA,"East of Station Pier, Port Melbourne",Swimming,M,nan,Survived,,Unknown,Jan-1965,Jan,1965,Unknown
09-Jan-1965,Unprovoked,PAPUA NEW GUINEA,CENTRAL PROVINCE,Off Gaire Village,Diving,M,30,Fatal,,Unknown,Jan-1965,Jan,1965,Young Adult
Summer 1965,Unprovoked,USA,TEXAS,"Port Lavaca, Calhoun County",Unknown,M,13,Survived,,Unknown,Summer 1965,July,1965,Teen
1965,Provoked,USA,CALIFORNIA,"Dana Point, San Clemente, Orange County",Surfing,M,Teen,Survived,,Unknown,1965,,1965,Unknown
Early 1965,Provoked,USA,FLORIDA,"Between Palm  & Salerno Inlets, Martin County",Unknown,M,nan,Survived,,Nurse Shark,1965,,1965,Unknown
1965,Unprovoked,VANUATU,MALAMPA PROVINCE,Island of Paam'a,Unknown,M,nan,Fatal,,Unknown,1965,,1965,Unknown
Ca. 1965,Other,SOUTH AFRICA,EASTERN CAPE PROVINCE,Pollock Beach,Bathing,Unknown,nan,Unknown,,Unknown,1965,,1965,Unknown
25-Dec-1964,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Port Alfred,Swimming,M,19,Survived,17h00,Unknown,Dec-1964,Dec,1964,Young Adult
10-Dec-1964,Unprovoked,PAPUA NEW GUINEA,BOUGAINVILLE (NORTH SOLOMONS),Buka Island,Unknown,M,nan,Survived,,Unknown,Dec-1964,Dec,1964,Unknown
10-Dec-1964,Other,AUSTRALIA,NEW SOUTH WALES,Port Jervis,Fishing,Unknown,nan,Survived,10h30,Unknown,Dec-1964,Dec,1964,Unknown
09-Dec-1964,Unprovoked,PAPUA NEW GUINEA,BOUGAINVILLE (NORTH SOLOMONS),"Off Sing Village, Buka Island",Swimming,M,28,Survived,Late afternoon,Unknown,Dec-1964,Dec,1964,Young Adult
06-Dec-1964,Unprovoked,KENYA,COAST PROVINCE,"Kilindini Harbor, Mombasa",Fishing,M,10,Fatal,,Unknown,Dec-1964,Dec,1964,Child
29-Nov-1964,Unprovoked,AUSTRALIA,VICTORIA,Lady Julia Percy Island,Diving,M,25,Survived,14h30,Great White,Nov-1964,Nov,1964,Young Adult
18-Nov-1964,Unprovoked,AUSTRALIA,QUEENSLAND,"Fingal Beach, near Tweed Heads",Swimming,M,29,Fatal,13h30,Unknown,Nov-1964,Nov,1964,Young Adult
13-Nov-1964,Provoked,AUSTRALIA,NEW SOUTH WALES,"North Solitary Island, 8 miles from Wolli",Unknown,M,25,Survived,,Great White,Nov-1964,Nov,1964,Young Adult
05-Nov-1964,Other,USA,PUERTO RICO,,Fishing,Unknown,nan,Survived,18h00,Unknown,Nov-1964,Nov,1964,Unknown
31-Oct-1964,Provoked,SOUTH AFRICA,KWAZULU-NATAL,Umkomaas,Fishing,M,nan,Survived,,Unknown,Oct-1964,Oct,1964,Unknown
25-Oct-1964,Other,USA,FLORIDA,"Near US Air Force Base at Elgin, Okaloosa County",Unknown,Unknown,nan,Survived,Night,Unknown,Oct-1964,Oct,1964,Unknown
04-Oct-1964,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Avalon Beach, near Mandurah, 50 miles south of Perth",Swimming,M,19,Survived,09h30,Nurse Shark,Oct-1964,Oct,1964,Young Adult
26-Aug-1964,Unprovoked,USA,FLORIDA,"Hollywood Beach, Broward County",Swimming,M,14,Survived,14h30,Unknown,Aug-1964,Aug,1964,Teen
23-Aug-1964,Unprovoked,MEXICO,GUERRERO,Acapulco,Floating,M,19,Survived,14h00,Unknown,Aug-1964,Aug,1964,Young Adult
22-Aug-1964,Other,USA,FLORIDA,5 miles south of Palm Beach,Diving,M,18,Survived,11h30,Unknown,Aug-1964,Aug,1964,Teen
21-Aug-1964,Unprovoked,USA,FLORIDA,"Panama City, Bay County",Swimming,M,nan,Survived,11h30,Unknown,Aug-1964,Aug,1964,Unknown
08-Aug-1964,Unprovoked,USA,FLORIDA,"2 miles off Jupiter, Palm Beach County",Fishing,M,28,Survived,12h00,Hammerhead,Aug-1964,Aug,1964,Young Adult
27-Jul-1964,Provoked,USA,PUERTO RICO,,Unknown,M,22,Survived,11h00,Nurse Shark,Jul-1964,July,1964,Young Adult
16-Jul-1964,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Island Rock,Unknown,M,30,Survived,,Unknown,Jul-1964,July,1964,Young Adult
15-Jul-1964,Other,USA,CONNECTICUT,"3 days out of Old Saybrook, Connecticut, 37.04'N, 67.57'W, Southern fringe of Gulf Stream",Unknown,Unknown,nan,Survived,,Unknown,Jul-1964,July,1964,Unknown
10-Jul-1964,Other,SOUTH AFRICA,KWAZULU-NATAL,Island Rock,Fishing,M,52,Fatal,,Unknown,Jul-1964,July,1964,Adult
08-Jul-1964,Provoked,USA,FLORIDA,"Palm Beach, Palm Beach County",Unknown,M,nan,Survived,,Great White,Jul-1964,July,1964,Unknown
Jul-1964,Unprovoked,PAPUA NEW GUINEA,NEW IRELAND PROVINCE,A reef off New Hanover (Northern end),Fishing,M,nan,Survived,,Unknown,Jul-1964,July,1964,Unknown
Jul-1964,Other,PAPUA NEW GUINEA,NEW IRELAND PROVINCE,Southern end,Canoeing,Unknown,nan,Survived,,Unknown,Jul-1964,July,1964,Unknown
29-Jun-1964,Other,BERMUDA,HAMILTON,2 miles south of Castle Island Harbour entrance to Hamilton,Unknown,Unknown,nan,Survived,,Unknown,Jun-1964,June,1964,Unknown
28-Jun-1964,Other,USA,NEW YORK,Long Island,Unknown,F,29,Fatal,Night,Unknown,Jun-1964,June,1964,Young Adult
24-Jun-1964,Other,USA,CALIFORNIA,"Long Beach, Los Angeles County",Fishing,Unknown,nan,Survived,,Unknown,Jun-1964,June,1964,Unknown
17-Jun-1964,Other,PAPUA NEW GUINEA,NEW BRITAIN,Near Rabaul,Fishing,M,nan,Survived,,Unknown,Jun-1964,June,1964,Unknown
02-Jun-1964,Other,SOUTH AFRICA,KWAZULU-NATAL,Port Edward,Swimming,M,40,Fatal,>17h00,Unknown,Jun-1964,June,1964,Adult
07-Apr-1964,Unprovoked,PAPUA NEW GUINEA,MADANG PROVINCE,Inshore side of reef near Madang,Fishing,M,nan,Fatal,,Unknown,Apr-1964,Apr,1964,Unknown
28-Mar-1964,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Surfers Paradise Beach near Victor Harbour,Surfing,M,19,Survived,,Unknown,Mar-1964,Mar,1964,Young Adult
28-Mar-1964,Other,PAPUA NEW GUINEA,CENTRAL PROVINCE,30 miles from Port Moresby,Canoeing,M,32,Fatal,Midnight,Unknown,Mar-1964,Mar,1964,Young Adult
05-Mar-1964,Unprovoked,USA,FLORIDA,"Fort Lauderdale, Broward County",Diving,M,38,Survived,16h00,Unknown,Mar-1964,Mar,1964,Adult
Mar-1964,Unprovoked,SENEGAL,CAP VERT PENINSULA,"Bel Air, Dakar",Diving,M,nan,Survived,,Unknown,Mar-1964,Mar,1964,Unknown
14-Feb-1964,Unprovoked,FIJI,VANUA LEVU,"Nailou Village, Tunuloa Natewa Bay",Fishing,M,17,Survived,10h30,Unknown,Feb-1964,Feb,1964,Teen
11-Feb-1964,Unprovoked,NEW ZEALAND,NORTH ISLAND,"Palliser Bay, Whatarangi (east of Wellington)",Diving,M,nan,Survived,12h00,Unknown,Feb-1964,Feb,1964,Unknown
10-Feb-1964,Unprovoked,NEW ZEALAND,NORTH ISLAND,"West of Pukerua Bay, Wellington",Fishing,M,26,Survived,18h30,Great White,Feb-1964,Feb,1964,Young Adult
08-Feb-1954,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Muizenberg,Boarding,M,25,Survived,08h45,Great White,Feb-1954,Feb,1954,Young Adult
05-Feb-1964,Unprovoked,NEW ZEALAND,NORTH ISLAND,"Hokio Beach, near Levin",Unknown,M,nan,Survived,,Sand Shark,Feb-1964,Feb,1964,Unknown
05-Feb-1964,Unprovoked,NEW ZEALAND,SOUTH ISLAND,"St. Clair Beach, Dunedin",Swimming,M,19,Survived,06h45,Great White,Feb-1964,Feb,1964,Young Adult
02-Feb-1964,Other,AUSTRALIA,QUEENSLAND,Brisbane,Swimming,M,23,Survived,09h30,Unknown,Feb-1964,Feb,1964,Young Adult
01-Feb-1964,Other,NEW ZEALAND,SOUTH ISLAND,"Ngatuka Bay, near Picton",Unknown,Unknown,nan,Survived,12h00,Unknown,Feb-1964,Feb,1964,Unknown
Feb-1964,Unprovoked,USA,FLORIDA,Palm Beach County,Floating,M,12,Survived,,Hammerhead,Feb-1964,Feb,1964,Child
23-Jan-1964,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Nahoon,Surfing,M,39,Survived,16h00,Unknown,Jan-1964,Jan,1964,Adult
22-Jan-1964,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Nahoon,Standing,M,17,Survived,11h00,Unknown,Jan-1964,Jan,1964,Teen
21-Jan-1964,Other,SOUTH AFRICA,WESTERN CAPE PROVINCE,20 m from shore at Strand,Unknown,Unknown,nan,Survived,11h00,Great White,Jan-1964,Jan,1964,Unknown
18-Jan-1964,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Hamelin Bay,Diving,M,nan,Survived,,Unknown,Jan-1964,Jan,1964,Unknown
11-Jan-1964,Unprovoked,USA,CALIFORNIA,Southeast Farallon Island,Diving,M,21,Survived,12h00,Great White,Jan-1964,Jan,1964,Young Adult
Reported 06-Jan-1964,Unprovoked,PAPUA NEW GUINEA,NEW BRITAIN,,Fishing,M,nan,Fatal,,Tiger Shark,Jan-1964,Jan,1964,Unknown
01-Jan-1964,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Metro coast,Unknown,Unknown,nan,Unknown,,Unknown,Jan-1964,Jan,1964,Unknown
01-Jan-1964,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Mossel Bay,Diving,M,nan,Survived,19h00 / 20h00,Unknown,Jan-1964,Jan,1964,Unknown
Jan-1964,Other,NEW ZEALAND,NORTH ISLAND,White Island,Snorkeling,M,nan,Survived,07h30,Unknown,Jan-1964,Jan,1964,Unknown
29-Dec-1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,"Catfish Rock, between Salt Rock & Shaka’s Rock",Standing,F,20,Survived,14h00,Unknown,Dec-1963,Dec,1963,Young Adult
26-Dec-1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Umhlanga Rocks,Swimming,M,24,Survived,15h00,Unknown,Dec-1963,Dec,1963,Young Adult
26-Dec-1963,Unprovoked,AUSTRALIA,QUEENSLAND,"Figtree Ledge, Hervey Bay",Unknown,M,nan,Survived,Dawn,Unknown,Dec-1963,Dec,1963,Unknown
25-Dec-1963,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Gonubie River Mouth,Swimming,M,18,Survived,15h45,Unknown,Dec-1963,Dec,1963,Teen
22-Dec-1963,Provoked,SOUTH AFRICA,KWAZULU-NATAL,"Next to West Street groyne, Durban",Unknown,M,13,Survived,18h30,Unknown,Dec-1963,Dec,1963,Teen
21-Dec-1963,Provoked,AUSTRALIA,NEW SOUTH WALES,"Woolgoolga, Coffs Harbour",Fishing,M,nan,Survived,,Unknown,Dec-1963,Dec,1963,Unknown
20-Dec-1963,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Hartenbos,Fishing,M,nan,Survived,12h00,Great White,Dec-1963,Dec,1963,Unknown
20-Dec-1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Umvoti,Surfing,M,15,Survived,12h40,Unknown,Dec-1963,Dec,1963,Teen
08-Dec-1963,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,55 miles south of Adelaide,Fishing,M,23,Survived,12h45,Great White,Dec-1963,Dec,1963,Young Adult
30-Nov-1963 ,Unprovoked,NEW ZEALAND,SOUTH ISLAND,"Charteris Bay, Lyttleton Harbour",Unknown,M,20,Survived,13h00,Unknown,Nov-1963,Nov,1963,Young Adult
Reported 16-Nov-1963,Unprovoked,ITALY,SICILY,Off Mondello Lighthouse,Fishing,M,28,Survived,,Unknown,Nov-1963,Nov,1963,Young Adult
14-Nov-1963,Provoked,AUSTRALIA,QUEENSLAND,Mermaid Beach,Unknown,M,nan,Survived,,Great White,Nov-1963,Nov,1963,Unknown
12-Nov-1963,Provoked,USA,FLORIDA,"8 miles south of Elliot Key, Miami-Dade County",Unknown,M,nan,Survived,11h40,Unknown,Nov-1963,Nov,1963,Unknown
Reported 05-Nov-1963,Unprovoked,PAPUA NEW GUINEA,NEW BRITAIN,,wading,M,nan,Survived,,Unknown,Nov-1963,Nov,1963,Unknown
16-Oct-1963,Unprovoked,USA,FLORIDA,"Biltmore Beach, near Panama City",Fishing,M,28,Survived,17h30,Unknown,Oct-1963,Oct,1963,Young Adult
26-Sep-1963,Other,USA,FLORIDA,100 miles offshore,Fishing,Unknown,25,Unknown,,Unknown,Sep-1963,Sep,1963,Young Adult
13-Sep-1963,Provoked,AUSTRALIA,NEW SOUTH WALES,Wanda Beach,Surfing,M,18,Survived,09h30,Unknown,Sep-1963,Sep,1963,Teen
10-Sep-1963,Provoked,USA,FLORIDA,"Snapper Point Jetty, Miami, Dade County",Fishing,M,16,Survived,13h30,Nurse Shark,Sep-1963,Sep,1963,Teen
15-Jul-1963,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Bathing,M,14,Survived,Late afternoon,Unknown,Jul-1963,July,1963,Teen
11-Jul-1963,Provoked,USA,MISSISSIPPI,Horn Island,Fishing,M,24,Survived,,Unknown,Jul-1963,July,1963,Young Adult
01-Jun-1963,Provoked,PAPUA NEW GUINEA,CENTRAL PROVINCE,Near Fisherman's Island,Fishing,M,30,Survived,Morning,Unknown,Jun-1963,June,1963,Young Adult
18-May-1963,Other,USA,CALIFORNIA,San Mateo County,Swimming,M,nan,Survived,,Unknown,May-1963,May,1963,Unknown
14-May-1963,Other,PHILIPPINES,LUZON ISLAND,100 miles southeast of Manila,Unknown,Unknown,nan,Fatal,,Unknown,May-1963,May,1963,Unknown
22-Apr-1963,Provoked,AUSTRALIA,NEW SOUTH WALES,Clarence Head,Fishing,M,nan,Survived,,Nurse Shark,Apr-1963,Apr,1963,Unknown
20-Apr-1963,Unprovoked,USA,US VIRGIN ISLANDS,"St. Thomas, Magens Bay",Swimming,M,25,Survived,13h50,Unknown,Apr-1963,Apr,1963,Young Adult
17-Apr-1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Amanzimtoti,Swimming,M,15,Survived,12h45,Unknown,Apr-1963,Apr,1963,Teen
13-Apr-1963,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Yallingup,Surfing,M,25,Survived,,Unknown,Apr-1963,Apr,1963,Young Adult
12-Apr-1963,Unprovoked,USA,HAWAII,"Awili, South Kona, Hawai'i",Surfing,M,15,Survived,14h00,Unknown,Apr-1963,Apr,1963,Teen
