Date,Type,Country,State,Location,Activity,Sex,Age,Injury,Time,Species,Extracted_date,Month,Year,Age_group
08 Dec-2023,Unprovoked,AUSTRALIA,QUEENSLAND,1770 ,Swimming,Unknown,nan,Survived,16h32,Unknown,Dec-2023,Dec,2023,Unknown
30 Nov-2023,Unprovoked,AUSTRALIA,QUEENSLAND,Clack Island,Swimming,M,21,Survived,11h30,Bull Shark,Nov-2023,Nov,2023,Young Adult
10 Nov-2023,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Port Noarlunga,Diving,F,32,Survived,13h20,Unknown,Nov-2023,Nov,2023,Young Adult
05 Nov-2023,Unprovoked,USA,FLORIDA,"Juno Beach, Palm Beach County",Swimming,M,66,Survived,10h30,Unknown,Nov-2023,Nov,2023,Senior
03 Nov-2023,Unprovoked,AUSTRALIA,WESTERM AUSTRALIA,Peak Island,Fishing,M,nan,Survived,14h00,Lemon Shark,Nov-2023,Nov,2023,Unknown
02 Nov-2023,Unprovoked,NEW ZEALAND,NORTH ISLAND,Cape Pallister,Diving,M,nan,Survived,09h00,Great White,Nov-2023,Nov,2023,Unknown
31 Oct-2023,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Streaky Bay,Surfing,M,55,Fatal,10h20,Great White,Oct-2023,Oct,2023,Adult
25 Oct 2023,Unprovoked,USA,HAWAII,"Pua’ena Point,  Haleiwa, Oahu",Surfing,M,30,Survived,15h00,Tiger Shark,Oct 2023,Oct,2023,Young Adult
23 Oct-2023,Provoked,MEXICO,QUINTANA ROO,Banco Chinchorro Biosphere Reserve,Fishing,M,59,Survived,,Unknown,Oct-2023,Oct,2023,Adult
21 Oct-2023,Other,AUSTRALIA,WESTERN AUSTRALIA,"Alexander Bay, Esperance",Fishing,M,nan,Survived,17h00,Unknown,Oct-2023,Oct,2023,Unknown
15 Oct 2023,Unprovoked,USA,HAWAII,"Hanalei Bay, Kauai",Surfing,M,50,Survived,16h00,Tiger Shark,Oct 2023,Oct,2023,Adult
13 Oct-2023,Unprovoked,USA,CALIFORNIA,"Linda Mar, Pacific State Beach, San Mateo County",Surfing,M,52,Survived,15h45,Unknown,Oct-2023,Oct,2023,Adult
02 Oct-2023,Unprovoked,USA,HAWAII,"Paia, Maui",Surfing,F,45,Survived,13h00,Unknown,Oct-2023,Oct,2023,Adult
01 Oct-2023,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Beachport,Swimming,F,64,Survived,07h45,Unknown,Oct-2023,Oct,2023,Senior
01 Oct-2023,Unprovoked,USA,CALIFORNIA,"Wildcat Beach, Marin County",Swimming,M,52,Survived,10h40,Unknown,Oct-2023,Oct,2023,Adult
18 Sep-2023,Unprovoked,USA,SOUTH CAROLINA,"Myrtle Beach, Horry County",Swimming,M,nan,Survived,16h00,Unknown,Sep-2023,Sep,2023,Unknown
12 Sep-2023,Other,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,38,Survived,07h50,Unknown,Sep-2023,Sep,2023,Adult
11 Sep-2023,Unprovoked,USA,FLORIDA,"Satellite Beach, Brevard County",Surfing,M,nan,Survived,,Unknown,Sep-2023,Sep,2023,Unknown
04 Sep 2023,Unprovoked,USA,FLORIDA,"Ponce Inlet, Volusia County",Surfing,M,30s,Survived,,Unknown,Sep 2023,Sep,2023,Young Adult
04 Sep 2023,Unprovoked,USA,FLORIDA,"Ponce Inlet, Volusia County",wading,F,37,Survived,,Unknown,Sep 2023,Sep,2023,Adult
25 Aug 2023,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Lighthouse Beach, Port Macquarie ",Surfing,M,44,Survived,10h00,Great White,Aug 2023,Aug,2023,Adult
23 Aug-2023,Unprovoked,USA,NORTH CAROLINA,"Oak Island, Brunswick County",wading,Unknown,9,Survived,,Unknown,Aug-2023,Aug,2023,Child
22 Aug-2023,Other,USA,CALIFORNIA,"Pebble Beach, San Mateo County",Fishing,M,19,Survived,13h00,Unknown,Aug-2023,Aug,2023,Young Adult
07 Aug-2023,Unprovoked,USA,NEW YORK,Rockaway,wading,F,65,Survived,17h50,Unknown,Aug-2023,Aug,2023,Senior
31 Jul-2023,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,22,Survived,09h30,Unknown,Jul-2023,July,2023,Young Adult
30 Jul-2023,Unprovoked,USA,FLORIDA,"Anna Maria Island, Manatee County",Fishing,M,22,Survived,15h30,Unknown,Jul-2023,July,2023,Young Adult
29 Jul-2023,Unprovoked,USA,FLORIDA,Tampa Bay,Swimming,F,26,Survived,20h00,Unknown,Jul-2023,July,2023,Young Adult
24 Jul-2023,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Gnarabup Beach ,Surfing,M,20s,Survived,08h45,Unknown,Jul-2023,July,2023,Young Adult
22 Jul-2023,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Yallingup Lagoon,Snorkeling,M,77,Survived,,Unknown,Jul-2023,July,2023,Senior
21 Jul-2023,Unprovoked,USA,SOUTH CAROLINA,"Sea Pines Beach, Hilton Head Island, Beaufort County",Boarding,M,60,Survived,13h20,Unknown,Jul-2023,July,2023,Adult
15 Jul-2023,Unprovoked,USA,FLORIDA,New Smyrna Beach,Unknown,M,49,Survived,14h00,Unknown,Jul-2023,July,2023,Adult
14 Jul-2023,Unprovoked,USA,FLORIDA,New Smyrna Beach,Surfing,M,21,Survived,15h00,Unknown,Jul-2023,July,2023,Young Adult
Reported 14 Jul-2023,Other,SOUTH AFRICA,EASTERN CAPE PROVINCE,Chinta East ,Unknown,Unknown,nan,Survived,,Unknown,Jul-2023,July,2023,Unknown
04 Jul-2023,Unprovoked,ECUADOR,GALAPAGOS ISLANDS,Mosquera Islet,Snorkeling,F,42,Survived,,Unknown,Jul-2023,July,2023,Adult
04 Jul-2023,Unprovoked,USA,NEW YORK,"Cherry Grove, Suffolk County",Standing,F,nan,Survived,16h25,Unknown,Jul-2023,July,2023,Unknown
04 Jul-2023,Unprovoked,USA,NEW YORK,"Fire Island Pines, Suffolk County",Swimming,M,49,Survived,13h55,Unknown,Jul-2023,July,2023,Adult
04 Jul-2023,Unprovoked,USA,NEW YORK,"Quogue Village Beach, Suffolk County",Swimming,M,47,Survived,13h50,Unknown,Jul-2023,July,2023,Adult
03 Jul-2023,Unprovoked,USA,NEW YORK,"Kismet Beach, Suffolk County",Surfing,M,15,Survived,17h20,Unknown,Jul-2023,July,2023,Teen
03 Jul-2023,Unprovoked,USA,NEW YORK,"Beach 3, Robert Moses State Park, Suffolk County",Swimming,F,15,Survived,13h45,Tiger Shark,Jul-2023,July,2023,Teen
23-Jun-2023,Unprovoked,USA,FLORIDA,"Cocoa Beach, Brevard County",Swimming,F,!2,Survived,,Unknown,Jun-2023,June,2023,Child
23-Jun-2023,Unprovoked,USA,FLORIDA,"Flamingo Marina, Homestead, Miami-Dade County",Fishing,M,nan,Survived,10h10,Unknown,Jun-2023,June,2023,Unknown
Reported 14-June 2023,Unprovoked,USA,HAWAII,Laysan,Unknown,M,nan,Survived,,Tiger Shark,June 2023,June,2023,Unknown
28-May 2023,Unprovoked,FRENCH POLYNESIA,TAHITI,"Matavai Bay, Arue, Papetee",Surfing,F,25,Survived,14h35,Unknown,May 2023,May,2023,Young Adult
21-May 2023,Unprovoked,USA,NEW JERSEY,"Stone Harbor, Cape May County",Surfing,F,15,Survived,15h00,Unknown,May 2023,May,2023,Teen
19 -May 2023,Provoked,USA,FLORIDA,"Flagship Drive, Summerland Key, Monroe County",Fishing,M,35,Survived,20h00,Unknown,May 2023,May,2023,Young Adult
18-May-2023,Unprovoked,USA,FLORIDA,"Marathon, Monroe County",Fishing,M,20,Unknown,15h00,Unknown,May-2023,May,2023,Young Adult
14-May-2023,Unprovoked,USA,SOUTH CAROLINA,"Isle of Palms, Charleston County",Swimming,F,24,Survived,17h00,Unknown,May-2023,May,2023,Young Adult
13-May-2023,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Elliston,Surfing,M,46,Fatal,10h10,Great White,May-2023,May,2023,Adult
11-May-2023,Unprovoked,USA,FLORIDA,"Fort Pierce, St. Lucie County",Unknown,F,13,Survived,Afternoon,Bull Shark,May-2023,May,2023,Teen
11-May-2023,Provoked,USA,HAWAII,"Kualoa, Oahu",Fishing,M,nan,Survived,,Tiger Shark,May-2023,May,2023,Unknown
05-May-2023,Unprovoked,USA,FLORIDA,"Davis Reef, Islamorada, Monroe County",Fishing,M,22,Survived,11h30,Unknown,May-2023,May,2023,Young Adult
29-Apr-2023,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Yallingup, Busselton",Swimming,M,nan,Survived,11h20,Unknown,Apr-2023,Apr,2023,Unknown
29-Apr-2023,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Kurrajong Campground, Exnouth",Snorkeling,M,11,Survived,15h00,Unknown,Apr-2023,Apr,2023,Child
23-Apr-2023,Unprovoked,USA,FLORIDA,"Anna Maria Island, Manatee County",Fishing,M,nan,Survived,,Bull Shark,Apr-2023,Apr,2023,Unknown
22-Apr-2023,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Lucy's Beach,Surfing,M,30,Survived,07h15,Unknown,Apr-2023,Apr,2023,Young Adult
11-Apr-2023,Unprovoked,USA,FLORIDA,"Virginia Key, Monroe County",Surfing,F,50s,Survived,15h00,Unknown,Apr-2023,Apr,2023,Adult
09-Apr-2023,Other,USA,FLORIDA,Off Boca Raton. Palm Beach County,Fishing,M,nan,Survived,07h00,Unknown,Apr-2023,Apr,2023,Unknown
09-Apr-2023,Unprovoked,USA,HAWAII,"Kewalos, Oahu",Surfing,M,58,Survived,07h00,Tiger Shark,Apr-2023,Apr,2023,Adult
25-Mar-2023,Unprovoked,USA,FLORIDA,"Blue Fish Channel, Key West, Monroe County",Surfing,M,67,Survived,14h00,Unknown,Mar-2023,Mar,2023,Senior
22-Mar-2023,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Delta Island,wading,M,30s,Survived,18h00,Unknown,Mar-2023,Mar,2023,Young Adult
19-Mar-2023,Unprovoked,USA,HAWAII,Anaehoomalu Bay,Swimming,M,60,Unknown,12h30,Unknown,Mar-2023,Mar,2023,Adult
17-Mar-2023,Other,MEXICO,QUINTANA ROO,Cancún,Swimming,M,10,Survived,,Unknown,Mar-2023,Mar,2023,Child
16-Mar-2023,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Cheynes Beach ,Surfing,F,nan,Unknown,08h00,Unknown,Mar-2023,Mar,2023,Unknown
06-Mar-2023,Unprovoked,BRAZIL,PERNAMBUCO,Piedade Beach,Swimming,F,15,Survived,14h20,Unknown,Mar-2023,Mar,2023,Teen
05-Mar-2023,Unprovoked,BRAZIL,PERNAMBUCO,Piedade Beach,Swimming,M,14,Survived,,Unknown,Mar-2023,Mar,2023,Teen
21-Feb-2023,Unprovoked,BRAZIL,PERNAMBUCO,Praia de Milagres,Surfing,M,32,Survived,16h30,Unknown,Feb-2023,Feb,2023,Young Adult
19-Feb-2023,Unprovoked,NEW CALEDONIA,SOUTH PROVINCE,"Château-Royal Beach , Noumea",Swimming,M,59,Survived,16h00,Bull Shark,Feb-2023,Feb,2023,Adult
19-Feb-2023,Unprovoked,USA,FLORIDA,"Jupiter Island, Martin County",Surfing,M,60,Survived,17h30,Unknown,Feb-2023,Feb,2023,Adult
04-Feb-2023,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Freemantle,Swimming,F,16,Fatal,15h30,Bull Shark,Feb-2023,Feb,2023,Teen
30-Jan-2023,Unprovoked,AUSTRALIA,QUEENSLAND,Lady Musgrave Island,Fishing,M,8,Survived,,Unknown,Jan-2023,Jan,2023,Child
29 Jan--2023,Unprovoked,NEW CALEDONIA,SOUTH PROVINCE,"Chateau Royal Beach, Noumea",Swimming,M,49,Survived,10h30,Bull Shark,2023,,2023,Adult
08-Jan--2023,Unprovoked,USA,FLORIDA,"Outer Mole, Fort Zachrry Tatlor Historic Park, Key West, Monroe County",Swimming,M,34,Survived,14h00,Unknown,2023,,2023,Young Adult
01-Jan-2023,Provoked,USA,FLORIDA,70 miles off Pensacola,Unknown,M,30,Survived,14h50,Unknown,Jan-2023,Jan,2023,Young Adult
13-Dec-2022,Unprovoked,USA,HAWAII,Anaeho'imalu Bay,Swimming,M,68,Survived,08h00,Tiger Shark,Dec-2022,Dec,2022,Senior
08-Dec-2022,Unprovoked,USA,HAWAII,"Keawakapu Point, Kehei, Maui",Snorkeling,F,60,Fatal,12h00,Tiger Shark,Dec-2022,Dec,2022,Adult
07-Dec-2022,Unprovoked,USA,TEXAS,,Surfing,M,nan,Survived,,Blacktip Shark,Dec-2022,Dec,2022,Unknown
27-Nov-2022,Unprovoked,USA,FLORIDA,Hobe Sound,Swimming,F,10,Survived,Afternoon,Unknown,Nov-2022,Nov,2022,Child
04-Nov-2022,Unprovoked,USA,CALIFORNIA,"Del Mar Beach, San Diego County",Swimming,F,50,Survived,10h00,Great White,Nov-2022,Nov,2022,Adult
03-Nov-2022,Provoked,USA,FLORIDA,"Cape San Blas, Gulf County",Fishing,M,29,Survived,15h30,Unknown,Nov-2022,Nov,2022,Young Adult
31-Oct-2022,Unprovoked,USA,CALIFORNIA,"Otter Point, Pacific Grove",Surfing,M,nan,Survived,17h17,Unknown,Oct-2022,Oct,2022,Unknown
28-Oct-2022,Other,USA,LOUISIANA,25 mikes from Empire,Fishing,M,40,Survived,Morning,Unknown,Oct-2022,Oct,2022,Adult
27-Oct-2022,Provoked,USA,MISSISSIPPI,Horn Island,Fishing,M,nan,Survived,,Unknown,Oct-2022,Oct,2022,Unknown
25 Oct-2022,Unprovoked,USA,HAWAII,Kauai,Snorkeling,M,51,Survived,Afternoon,Tiger Shark,Oct-2022,Oct,2022,Adult
23-Oct-2022,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Seacliff,Surfing,M,19,Survived,11h15,Unknown,Oct-2022,Oct,2022,Young Adult
10-Oct-2022,Provoked,USA,FLORIDA,"Key Largo, Monroe County",Fishing,M,15,Survived,,Nurse Shark,Oct-2022,Oct,2022,Teen
08-Oct-2022,Unprovoked,USA,LOUISIANA,25 miles off Empire,Unknown,M,40,Survived,,Unknown,Oct-2022,Oct,2022,Adult
06-Oct-2022,Unprovoked,AUSTRALIA,VICTORIA,"Nun's Beach, Portland",Surfing,M,17,Survived,19h00,Unknown,Oct-2022,Oct,2022,Teen
02-Oct-2022,Unprovoked,USA,CALIFORNIA,Centerville Beach,Surfing,M,31,Survived,15h30,Great White,Oct-2022,Oct,2022,Young Adult
25-Sep-2022,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,"Central Beach, Plettenberg Bay",Swimming,F,39,Fatal,07h53,Great White,Sep-2022,Sep,2022,Adult
22-Sep-2022,Unprovoked,USA,FLORIDA,"Marathon, Monroe County",Fishing,M,26,Survived,,Unknown,Sep-2022,Sep,2022,Young Adult
03-Sep-2022,Unprovoked,USA,HAWAII,"Lower Paia Beach Park, Maui",Swimming,F,51,Survived,16h10,Unknown,Sep-2022,Sep,2022,Adult
31-Aug-2022,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Avoca,Surfing,M,14,Survived,07h00,Unknown,Aug-2022,Aug,2022,Teen
17-Aug-2022,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Coffs Harbour,Kayaking,M,nan,Survived,,Great White,Aug-2022,Aug,2022,Unknown
15-Aug-2022,Unprovoked,USA,SOUTH CAROLINA,"Myrtle Beach, Horry County",Swimming,F,nan,Survived,11h17,Unknown,Aug-2022,Aug,2022,Unknown
15-Aug-2022,Unprovoked,USA,SOUTH CAROLINA,"Myrtle Beach, Horry County",Standing,F,nan,Survived,12h00,Blacktip Shark,Aug-2022,Aug,2022,Unknown
15-Aug-2022,Unprovoked,AUSTRALIA,WESTERM AUSTRALIA,Goode Beach,Fishing,M,17,Survived,,Great White,Aug-2022,Aug,2022,Teen
13-Aug-2022,Unprovoked,USA,FLORIDA,"Looe Key, Monroe County",Snorkeling,M,10,Survived,16h00,Bull Shark,Aug-2022,Aug,2022,Child
10-Aug-2022,Unprovoked,USA,CALIFORNIA,"Lovers Point, Pacific Grove, Monterey County",Paddle,M,nan,Survived,11h30,Unknown,Aug-2022,Aug,2022,Unknown
28-Jul-2022,Unprovoked,ENGLAND,CORNWALL,Penzance,Snorkeling,F,nan,Survived,12h30,Unknown,Jul-2022,July,2022,Unknown
27-Jul-2022,Unprovoked,USA,FLORIDA,"Florida Keys, Monroe County",Unknown,M,13,Survived,,Nurse Shark,Jul-2022,July,2022,Teen
25-Jul-2022,Unprovoked,USA,FLORIDA,"Daytona Beach, Volusia County",wading,M,33,Survived,15h00,Blacktip Shark,Jul-2022,July,2022,Young Adult
20-Jul-2022,Unprovoked,USA,NEW YORK,"Kismet Beach, Long Island",Surfing,M,16,Survived,17h45,Unknown,Jul-2022,July,2022,Teen
19-Jul-2022,Other,USA,FLORIDA,"Cape Canaveral, Brevard County",Unknown,Unknown,nan,Survived,10jh45,Unknown,Jul-2022,July,2022,Unknown
17-Jul-2022,Provoked,USA,FLORIDA,"Content Keys, Monroe County",Fishing,M,nan,Survived,17h30,Lemon Shark,Jul-2022,July,2022,Unknown
16-Jul-2022,Unprovoked,USA,FLORIDA,"Daytona Beach Shores, Volusia County",Unknown,F,40,Survived,13h12,Unknown,Jul-2022,July,2022,Adult
13-Jul-2022,Unprovoked,USA,NEW YORK,"Seaview Beach, Suffolk County",Unknown,M,49,Survived,18h00,Unknown,Jul-2022,July,2022,Adult
13-Jul-2022,Unprovoked,USA,NEW YORK,"Smith Point Beach, Suffolk County",Surfing,M,41,Survived,07h30,Tiger Shark,Jul-2022,July,2022,Adult
10-Jul-2022,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,30s,Survived,,Unknown,Jul-2022,July,2022,Young Adult
07-Jul-2022,Unprovoked,USA,NEW YORK,"Ocean Beach, Long Island",Unknown,M,17,Survived,11hoo,Unknown,Jul-2022,July,2022,Teen
03-Jul-2022,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,28,Survived,11h43,Unknown,Jul-2022,July,2022,Young Adult
03-Jul-2022,Unprovoked,USA,NEW YORK,"Smith Point Beach, Suffolk County",Unknown,M,nan,Survived,10h15,Unknown,Jul-2022,July,2022,Unknown
01-Jul-2022,Unprovoked,INDONESIA,BALI,Balian Beach,Surfing,F,nan,Survived,,Unknown,Jul-2022,July,2022,Unknown
30-Jun-2022,Unprovoked,USA,NEW YORK,"Jones Beach, Nassau County",Swimming,M,nan,Survived,13h00,Unknown,Jun-2022,June,2022,Unknown
30-Jun-2022,Unprovoked,USA,FLORIDA,"Keaton Beach, ",Unknown,F,17,Survived,15h00,Unknown,Jun-2022,June,2022,Teen
29-Jun-2022,Unprovoked,USA,FLORIDA,"Sawyer Key , Monroe County",Swimming,F,35,Survived,20h00,Unknown,Jun-2022,June,2022,Young Adult
29-Jun-2022,Unprovoked,USA,FLORIDA,"Summerland Key, Monroe County",Unknown,M,nan,Survived,Afternoon,Unknown,Jun-2022,June,2022,Unknown
28-Jun-2022,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,"Sanctuary Beach, Plettenberg Bay",Swimming,M,nan,Fatal,14h09,Unknown,Jun-2022,June,2022,Unknown
23-Jun-2022,Unprovoked,USA,FLORIDA,"Redington Beach, Pinellas County",Unknown,F,nan,Survived,,Unknown,Jun-2022,June,2022,Unknown
22-Jun-2022,Unprovoked,USA,CALIFORNIA,"Pacific Grove, Monterey County",Swimming,M,62,Survived,10h40,Great White,Jun-2022,June,2022,Senior
21-Jun-2022,Unprovoked,USA,SOUTH CAROLINA,"Myrtle Beach, Horry County",Unknown,M,teen,Unknown,,Unknown,Jun-2022,June,2022,Teen
01-Jun-2022,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Oyster Stacks near Exmouth12h15,Swimming,F,nan,Survived,12h15,Unknown,Jun-2022,June,2022,Unknown
27-May-2022,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Yallingup,Surfing,Unknown,nan,Survived,,Unknown,May-2022,May,2022,Unknown
20-May-2022,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Royal Perth Yacht Club, Swan River",Diving,M,20,Survived,,Bull Shark,May-2022,May,2022,Young Adult
03-May-2022,Provoked,USA,GEORGIA,"Île de Saint Simon, Glynn County",Fishing,M,nan,Survived,19h12,Blacktip Shark,May-2022,May,2022,Unknown
30-Apr-2022,Unprovoked,FRENCH POLYNESIA,TAHITI,"Pointe des pêcheurs, Punaahuia",Unknown,M,22,Survived,Morning,Tiger Shark,Apr-2022,Apr,2022,Young Adult
17-Apr-2022,Unprovoked,USA,FLORIDA,"Whale Harbor, Islamorada, Monroe County",Unknown,M,56,Survived,16h00,Unknown,Apr-2022,Apr,2022,Adult
12-Apr-2022,Unprovoked,USA,ALABAMA,"Gulf Shores, Baldwin County",Swimming,M,17,Survived,Afternoon,Unknown,Apr-2022,Apr,2022,Teen
11-Apr-2022,Unprovoked,USA,FLORIDA,"Higkand Beach, Palm Beach County",Standing,M,Teen,Survived,16h00,Unknown,Apr-2022,Apr,2022,Unknown
09-Apr-2022,Provoked,USA,NEW JERSEY,Tutle Back Zoo,Unknown,F,12,Survived,Afternoon,Unknown,Apr-2022,Apr,2022,Child
07-Apr-2022,Unprovoked,USA,FLORIDA,Canaveral National Seashore,Kayaking,M,nan,Survived,10h00,Unknown,Apr-2022,Apr,2022,Unknown
31-Mar-2022,Provoked,USA,FLORIDA,"Lake Worth Beach, Palm Beach County",Fishing,M,50s,Survived,Morning,Unknown,Mar-2022,Mar,2022,Adult
15-Mar-2022,Unprovoked,NEW ZEALAND,SOUTH ISLAND,Cobden,Surfing,M,nan,Survived,,Unknown,Mar-2022,Mar,2022,Unknown
15-Mar-2022,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Crowdy Baay,Surfing,M,32,Survived,15h20,Bull Shark,Mar-2022,Mar,2022,Young Adult
15-Mar-2022,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Crowdy Baay,Swimming,M,nan,Unknown,16h40,Unknown,Mar-2022,Mar,2022,Unknown
13-Mar-2022,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,20,Survived,15h00,Unknown,Mar-2022,Mar,2022,Young Adult
09-Mar-2022,Provoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Fishing,M,21,Survived,15h30,Blacktip Shark,Mar-2022,Mar,2022,Young Adult
08-Mar-2022,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Maroubra,Surfing,M,nan,Survived,07h50,Unknown,Mar-2022,Mar,2022,Unknown
26-Feb-2022,Unprovoked,USA,CALIFORNIA,"San Miguel Islandl, Santa Barbara County",Boarding,M,42,Fatal,11h24,Great White,Feb-2022,Feb,2022,Adult
17-Feb-2022,Unprovoked,AUSTRALIA,QUEENSLAND,Redcliffe,Fishing,M,nan,Survived,,Tiger Shark,Feb-2022,Feb,2022,Unknown
16-Feb-2022,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Buchan Point, Sydney",Swimming,M,36,Fatal,16h30,Unknown,Feb-2022,Feb,2022,Adult
11-Feb-2022,Unprovoked,USA,FLORIDA,"Cocoa Beach, Brevard  County",Surfing,M,18,Survived,17h30,Unknown,Feb-2022,Feb,2022,Teen
05-Feb-2022,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Beds, Wylie Bay, Esperance",Floating,F,20,Survived,11h15,Great White,Feb-2022,Feb,2022,Young Adult
24-Jan-2022,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Warriewood,Swimming,M,M,Survived,,Unknown,Jan-2022,Jan,2022,Unknown
22-Jan-2022,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Whalers Beach,Snorkeling,M,nan,Survived,,Unknown,Jan-2022,Jan,2022,Unknown
09-Jan-2022,Provoked,SOUTH AFRICA,KWAZULU-NATAL,"Off Beachbums, Tongaat",Fishing,M,nan,Survived,07h31,Unknown,Jan-2022,Jan,2022,Unknown
09-Jan-2022,Unprovoked,NEW ZEALAND,SOUTH ISLAND,"Friendly Bay, Oamaru",Swimming,F,13,Survived,16h30,Unknown,Jan-2022,Jan,2022,Teen
06-Jan-2022,Unprovoked,USA,FLORIDA,"Anna Maria Island, Manatee County",Surfing,F,42,Survived,14h45,Blacktip Shark,Jan-2022,Jan,2022,Adult
04-Jan-2022,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Hyams Beach, Jervis Bay",Unknown,F,42,Survived,06h30,Unknown,Jan-2022,Jan,2022,Adult
01-Jan-2022,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,North Lancelin,Surfing,M,40s,Survived,,Unknown,Jan-2022,Jan,2022,Adult
25-Dec-2021,Unprovoked,NEW ZEALAND,SOUTH ISLAND,Pororari River,Swimming,F,9,Survived,,Unknown,Dec-2021,Dec,2021,Child
22-Dec-2021,Unprovoked,USA,FLORIDA,"Anna Maria Island, Manatee County",Surfing,F,42,Survived,,Blacktip Shark,Dec-2021,Dec,2021,Adult
11-Dec-2021`,Unprovoked,AUSTRALIA,QUEENSLAND,Yarrabah,Fishing,M,24,Survived,10h30,Bull Shark,Dec-2021,Dec,2021,Young Adult
Reported 06-Dec-2021,Unprovoked,MEXICO,QUINTANA ROO,Mahahual,Diving,M,14,Survived,,Unknown,Dec-2021,Dec,2021,Teen
06-Dec-2021,Unprovoked,AUSTRALIA,VICTORIA,Ocean Grove Beach,Swimming,F,15,Survived,19h20,Unknown,Dec-2021,Dec,2021,Teen
06-Dec-2021,Unprovoked,AUSTRALIA,VICTORIA,Ocean Grove  Beach,Swimming,M,15,Survived,19h20,Unknown,Dec-2021,Dec,2021,Teen
04-Dec-2021,Unprovoked,USA,HAWAII,"Banyans, Kailua-Kona",Surfing,M,nan,Survived,,Blacktip Shark,Dec-2021,Dec,2021,Unknown
07-Nov-2021,Unprovoked,USA,HAWAII,"Lahaina, Maui",Fishing,F,27,Survived,10h30,Unknown,Nov-2021,Nov,2021,Young Adult
06-Nov-2021,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Port Beach, North Freemantle",Swimming,M,57,Fatal,10h00,Unknown,Nov-2021,Nov,2021,Adult
02-Nov-2021,Unprovoked,NEW ZEALAND,NORTH ISLAND,Taranaki,Surfing,M,26,Survived,,Unknown,Nov-2021,Nov,2021,Young Adult
16-Oct-2021,Other,AUSTRALIA,QUEENSLAND,Sudbury Island,Fishing,M,26,Fatal,,Unknown,Oct-2021,Oct,2021,Young Adult
15-Oct-2021,Unprovoked,AUSTRALIA,QUEENSLAND,"Hook Island, Whitsundays",Swimming,M,34,Survived,Dusk,Unknown,Oct-2021,Oct,2021,Young Adult
04-Oct-2021,Unprovoked,USA,FLORIDA,"Fort Pierce State Park, St. Lucie County",Surfing,M,25,Survived,,Unknown,Oct-2021,Oct,2021,Young Adult
03-Oct-2021,Unprovoked,USA,FLORIDA,"Jensen Beach, Martin County",Swimming,M,nan,Survived,12h00,Unknown,Oct-2021,Oct,2021,Unknown
03-Oct-2021,Unprovoked,USA,CALIFORNIA,"Salmon Creek Beach, Sonoma County",Surfing,M,38,Survived,09h00,Unknown,Oct-2021,Oct,2021,Adult
09-Sep-2021,Unprovoked,USA,FLORIDA,"Ponce Inlet, Volusia County",Surfing,M,!6,Survived,13h20,Unknown,Sep-2021,Sep,2021,Child
05-Sep-2021,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Emerald Beach,Surfing,M,31,Fatal,10h30,Great White,Sep-2021,Sep,2021,Young Adult
